tStart, tEnd, accentuation
0.000000, 0.000001, 0.0
1.278944, 6.368989, 0.5
6.368989, 12.347391, 0.2
12.347391, 18.157726, 0.2
18.157726, 23.439849, 0.2
23.439849, 24.958889, 0.2
