tStart, tEnd, accentuation
0.000000, 1.404814, 0
0.000000, 1.651439, 0.6
0.000000, 1.897421, 0
0.000000, 2.159374, 0
0.000000, 2.403758, 0
0.000000, 2.640156, 0.6
0.000000, 2.877912, 0
0.000000, 3.122296, 0
0.000000, 3.355093, 0
0.000000, 3.611035, 0.6
0.000000, 3.867781, 0
0.000000, 4.118970, 0
0.000000, 4.363354, 0
0.000000, 4.612529, 0
0.000000, 4.856913, 0
0.000000, 5.106089, 0
0.000000, 5.341711, 0
0.000000, 5.574914, 0.6
0.000000, 5.784774, 0
0.000000, 6.043534, 0.6
0.000000, 6.327849, 0
0.000000, 6.569837, 0.6
0.000000, 6.809429, 0.4
0.000000, 7.045827, 0.4
0.000000, 7.282224, 0
0.000000, 7.537789, 0.6
0.000000, 7.769533, 0.4
0.000000, 8.023501, 0.4
0.000000, 8.258301, 0
0.000000, 8.509074, 0.5
0.000000, 8.759847, 0.5
0.000000, 9.001036, 0
0.000000, 9.237536, 0
0.000000, 9.488309, 0
0.000000, 9.729498, 0
0.000000, 9.980271, 0.4
0.000000, 10.227850, 0
0.000000, 10.478623, 0.5
0.000000, 10.721409, 0
0.000000, 10.962599, 0
0.000000, 11.211365, 0
0.000000, 11.468527, 0.5
0.000000, 11.719300, 0
0.000000, 11.958892, 0
0.000000, 12.196887, 0
0.000000, 12.454049, 0
0.000000, 12.692043, 0
0.000000, 12.934830, 0
0.000000, 13.184804, 0
0.000000, 13.443564, 0.5
0.000000, 13.692739, 0
0.000000, 13.935526, 0.4
0.000000, 14.187896, 0
0.000000, 14.430683, 0.5
0.000000, 14.673302, 0
0.000000, 14.906505, 0
0.000000, 15.142430, 0
0.000000, 15.394801, 0.5
0.000000, 15.659949, 0
0.000000, 15.926695, 0
0.000000, 16.175871, 0.4
0.000000, 16.425046, 0.4
0.000000, 16.675819, 0.4
0.000000, 16.912689, 0.4
0.000000, 17.159563, 0
0.000000, 17.394364, 0
0.000000, 17.629164, 0
0.000000, 17.860769, 0
0.000000, 18.092375, 0
0.000000, 18.336759, 0
0.000000, 18.573156, 0
0.000000, 18.807956, 0
0.000000, 19.063709, 0
0.000000, 19.324066, 0.5
0.000000, 19.574839, 0
0.000000, 19.817626, 0
0.000000, 20.058815, 0
0.000000, 20.314380, 0
0.000000, 20.558764, 0
0.000000, 20.801550, 0
0.000000, 21.040195, 0
0.000000, 21.284579, 0.6
0.000000, 21.520977, 0
0.000000, 21.762166, 0
0.000000, 22.012939, 0
0.000000, 22.274893, 0.6
0.000000, 22.527263, 0
0.000000, 22.778036, 0
