tStart, tEnd, accentuation
0.000000, 1.768781, 0.4
0.000000, 2.752705, 0.4
0.000000, 3.735206, 0.4
0.000000, 4.724339, 0.4
0.000000, 5.686581, 0.4
0.000000, 6.685640, 0.4
0.000000, 7.651196, 0.4
0.000000, 8.633661, 0.4
0.000000, 9.606508, 0.4
0.000000, 10.598419, 0.4
0.000000, 11.594712, 0.4
0.000000, 12.572247, 0.4
0.000000, 13.568151, 0.4
0.000000, 14.555270, 0.4
0.000000, 15.516666, 0.4
0.000000, 16.548509, 0.4
0.000000, 17.510166, 0.4
0.000000, 18.458951, 0.4
0.000000, 19.450251, 0.4
0.000000, 20.434176, 0.4
0.000000, 21.401181, 0.4
0.000000, 22.399481, 0.4
