tStart, tEnd, accentuation
0.000000, 1.594304, 0
0.000000, 1.902713, 0.5
0.000000, 2.232245, 0
0.000000, 2.553328, 0
0.000000, 2.882860, 0
0.000000, 3.182819, 0
0.000000, 3.516575, 0
0.000000, 3.837658, 0
0.000000, 4.175640, 0
0.000000, 4.479823, 0.5
0.000000, 4.805131, 0
0.000000, 5.130438, 0
0.000000, 5.459970, 0
0.000000, 5.764154, 0
0.000000, 6.093686, 0
0.000000, 6.418993, 0
0.000000, 6.756975, 0
0.000000, 7.065383, 0.5
0.000000, 7.390691, 0
0.000000, 7.699099, 0
0.000000, 8.037081, 0
0.000000, 8.349714, 0
0.000000, 8.681417, 0
0.000000, 9.006725, 0
0.000000, 9.327807, 0
0.000000, 9.636216, 0.5
0.000000, 9.965748, 0
0.000000, 10.286830, 0
0.000000, 10.604313, 0
0.000000, 10.925396, 0
0.000000, 11.250703, 0
0.000000, 11.575998, 0
0.000000, 11.913980, 0
0.000000, 12.218164, 0.5
0.000000, 12.547696, 0
0.000000, 12.860329, 0
0.000000, 13.189861, 0
0.000000, 13.510944, 0
0.000000, 13.841443, 0
0.000000, 14.170975, 0
0.000000, 14.496283, 0
0.000000, 14.808916, 0.5
0.000000, 15.138448, 0
0.000000, 15.463755, 0
0.000000, 15.784838, 0
0.000000, 16.084797, 0
0.000000, 16.418554, 0
0.000000, 16.739636, 0
0.000000, 17.069168, 0
0.000000, 17.386026, 0.5
0.000000, 17.707109, 0
0.000000, 18.019742, 0
0.000000, 18.340824, 0
0.000000, 18.657682, 0
0.000000, 19.008338, 0
0.000000, 19.363219, 0
0.000000, 19.696976, 0
0.000000, 19.999814, 0
0.000000, 20.316672, 0
0.000000, 20.625080, 0
0.000000, 20.954612, 0
0.000000, 21.258796, 0
0.000000, 21.546080, 0
0.000000, 21.799566, 0
0.000000, 22.044603, 0
0.000000, 22.281190, 0
