tStart, tEnd, accentuation
0.000000, 0.898080, 0.5
0.000000, 1.904094, 0.5
0.000000, 2.913451, 0.5
0.000000, 3.925945, 0.5
0.000000, 4.944541, 0.5
0.000000, 5.972654, 0.5
0.000000, 6.969357, 0.5
0.000000, 7.973065, 0.5
0.000000, 8.964570, 0.5
0.000000, 9.977125, 0.5
0.000000, 10.977475, 0.5
0.000000, 12.007018, 0.5
0.000000, 12.991518, 0.5
0.000000, 13.974066, 0.5
0.000000, 14.986413, 0.5
0.000000, 15.986851, 0.5
0.000000, 17.005153, 0.5
0.000000, 17.993680, 0.5
0.000000, 18.958217, 0.5
0.000000, 19.982474, 0.5
0.000000, 20.988866, 0.5
0.000000, 21.972230, 0.5
0.000000, 22.960758, 0.5
0.000000, 23.971885, 0.5
