tStart, tEnd, accentuation
0.000000, 1.412796, 1
0.000000, 3.427508, 1
0.000000, 5.460623, 1
0.000000, 7.477312, 1
0.000000, 9.482043, 1
0.000000, 11.480818, 1
0.000000, 13.479594, 1
0.000000, 15.445910, 1
0.000000, 17.514804, 1
0.000000, 19.466744, 1
0.000000, 21.455490, 1
0.000000, 23.462319, 1
