tStart, tEnd, accentuation
0.000000, 0.585468, 0.7
0.000000, 1.810045, 0.8
0.000000, 3.024609, 0.8
0.000000, 4.262014, 0.8
0.000000, 5.467618, 0.8
0.000000, 6.685841, 0.8
0.000000, 7.903686, 0.8
0.000000, 9.110256, 0.8
0.000000, 10.320487, 0.8
0.000000, 11.574552, 0.8
0.000000, 12.804344, 0.8
0.000000, 14.012261, 0.8
0.000000, 15.238392, 0.8
0.000000, 16.463263, 0.8
0.000000, 17.679467, 0.8
0.000000, 18.907619, 0.8
0.000000, 20.121803, 0.8
0.000000, 21.371535, 0.8
0.000000, 22.595439, 0.8
0.000000, 23.819635, 0.8
