tStart, tEnd, accentuation
0.000000, 0.166633, 0.6
0.000000, 1.598682, 0.6
0.000000, 3.020108, 0.6
0.000000, 4.412807, 0.6
0.000000, 5.817501, 0.8
0.000000, 7.226177, 0.6
0.000000, 8.630795, 0.6
0.000000, 10.031180, 0.6
0.000000, 11.454187, 0.8
0.000000, 12.839807, 0.6
0.000000, 14.258412, 0.6
0.000000, 15.672175, 0.6
0.000000, 17.073019, 0.8
0.000000, 18.475474, 0.6
0.000000, 19.902513, 0.7
0.000000, 21.304156, 0.6
0.000000, 22.705967, 0.7
0.000000, 24.023326, 0.6
