tStart, tEnd, accentuation
0.000000, 0.420740, 0.1
0.000000, 0.820401, 0.1
0.000000, 1.255331, 0.1
0.000000, 1.685889, 0.1
0.000000, 2.138303, 0.1
0.000000, 2.608202, 0.1
0.000000, 3.080287, 0.1
0.000000, 3.541443, 0.1
0.000000, 4.009157, 0.1
0.000000, 4.463757, 0.1
0.000000, 4.938267, 0.1
0.000000, 5.390682, 0.1
0.000000, 5.880251, 0.1
0.000000, 6.382933, 0.1
0.000000, 6.847413, 0.1
0.000000, 7.282343, 0.1
0.000000, 7.736942, 0.1
0.000000, 8.200285, 0.1
0.000000, 8.646142, 0.1
0.000000, 9.113855, 0.1
0.000000, 9.561899, 0.1
0.000000, 10.025241, 0.1
0.000000, 10.497325, 0.1
0.000000, 10.971595, 0.1
0.000000, 11.418542, 0.1
0.000000, 11.870956, 0.1
0.000000, 12.336484, 0.1
0.000000, 12.808568, 0.1
0.000000, 13.280653, 0.1
0.000000, 13.741809, 0.1
0.000000, 14.215911, 0.1
0.000000, 14.674882, 0.1
0.000000, 15.144781, 0.1
0.000000, 15.601567, 0.1
0.000000, 16.040867, 0.1
0.000000, 16.502024, 0.1
0.000000, 16.947882, 0.1
0.000000, 17.408856, 0.1
0.000000, 17.870013, 0.1
0.000000, 18.309314, 0.1
0.000000, 18.770470, 0.1
0.000000, 19.242555, 0.1
0.000000, 19.705897, 0.1
0.000000, 20.164868, 0.1
0.000000, 20.623839, 0.1
0.000000, 21.106851, 0.1
0.000000, 21.579777, 0.1
0.000000, 22.058418, 0.1
0.000000, 22.508646, 0.1
0.000000, 22.961061, 0.1
0.000000, 23.422217, 0.1
0.000000, 23.885559, 0.1
0.000000, 24.333603, 0.1
0.000000, 24.771783, 0.1
