tStart, tEnd, accentuation
0.000000, 0.511278, 0
0.000000, 1.232926, 0
0.000000, 1.980992, 0
0.000000, 2.680669, 0
0.000000, 3.368333, 0
0.000000, 4.083731, 0
0.000000, 4.772582, 0
0.000000, 5.476556, 0
0.000000, 6.189289, 0
0.000000, 6.897394, 0.2
0.000000, 7.577730, 0
0.000000, 8.295091, 0
0.000000, 8.993940, 0
0.000000, 9.697417, 0.3
0.000000, 10.391637, 0.3
0.000000, 11.095114, 0.3
0.000000, 11.803379, 0.6
0.000000, 12.502228, 0.6
0.000000, 13.191820, 0
0.000000, 13.918437, 0
0.000000, 14.612658, 0
0.000000, 15.339275, 0.3
0.000000, 16.033496, 0.3
0.000000, 16.708689, 0.3
0.000000, 17.426050, 0
0.000000, 18.115643, 0
0.000000, 18.828376, 0
0.000000, 19.557515, 0
0.000000, 20.251736, 0
0.000000, 20.964116, 0.3
0.000000, 21.662965, 0.3
0.000000, 22.371070, 0.3
0.000000, 23.042150, 0
0.000000, 23.708601, 0.7
0.000000, 24.416706, 0
